"Carpeta","Archivo","Año referenciado","Periodo (creación/realización/archivo)","Personas e instituciones","Resumen académico"
"Cap 3 - Análisis/Fuentes JV","ICPNA - Catálogo del Premio de Arte Contemporáneo 2021 [cuarta edición].txt","2021 (pandemia COVID-19, bicentenario de la Independencia); con referencia a la memoria colonial y andina","Catálogo de premio/concurso de arte, 2021 (cuarta edición)","Javi Vargas Sotomayor; Miguel A. López; Gilda Mantilla; Jana Ugaz; Carlos Zevallos Trigoso; Vanessa Karin Valdez; Adriana Cangalaya; Roberto Hoyle; ICPNA","Catálogo de la cuarta edición (2021) del Premio ICPNA de Arte Contemporáneo, curada por Miguel A. López y juzgada por Gilda Mantilla, Jana Ugaz y Carlos Zevallos Trigoso, que otorgó por unanimidad el primer premio a 'Taqui Onkoy, Chuquichinchay y la mala muerte' de Javi Vargas Sotomayor. Los textos leen la convocatoria en clave de su coyuntura: salida de la pandemia, segunda ola, incertidumbre por las vacunas, turbulencia política y bicentenario de la Independencia con sus deudas pendientes de ciudadanía. La curaduría subraya la voluntad de contrarrestar el centralismo, la misoginia y la inequidad social, y detecta cambios en la escena, como el fortalecimiento del arte textil y la cerámica y un estado de duelo colectivo. El fallo caracteriza la obra de Vargas como una elaboración lúdica, sensual y sofisticada de las luchas por la emancipación de cuerpos homosexuales, andróginos y travestis: un cosmos bidimensional soportado en la chakana, emparentado con tablas de Sarhua, mates burilados, retablos ayacuchanos y Guamán Poma, que apropia a Túpac Amaru y a Chuquichinchay -deidad felina protectora de los 'indios de dos naturas'- para narrar, en clave de cómic e historia política, una cosmogonía del presente pandémico poscolonial sin caer en binarismos. Incluye el texto del propio artista, que fecha su investigación en 2003 y explica la torsión de la injuria animalizante (perras, cabros, patos) en enunciación disidente y la conexión interespecie frente al antropoceno. Se reseñan las menciones honrosas a Vanessa Karin Valdez y Adriana Cangalaya. Fuente primaria directa sobre la consagración institucional de la obra estudiada."
"Cap 3 - Análisis/Fuentes JV","López (ed.) - Javi Vargas. Florecen luces sobre nuestras pieles, The Lights Blossom in Our Skins (2023) [libro bilingüe, textos de López, Carvajal y Javi Nefando].md","1996-2023 (trayectoria del artista); con referencias densas al conflicto armado interno 1980-2000 y a la memoria colonial","Libro/catálogo de exposición bilingüe, noviembre 2023","Javi Vargas Sotomayor; Miguel A. López; Fernanda Carvajal; Giuseppe Campuzano; Sergio Zevallos / Grupo Chaclacayo; Las Yeguas del Apocalipsis; María Burela; Rachel McCullough; Félix González-Torres; ICPNA; MHOL; colectivos Aguaitones y ContraNaturas","Libro-catálogo bilingüe editado por Miguel A. López a partir de la exposición homónima (2023) derivada del Premio ICPNA 2021, que ofrece una antología crítica de la obra de Javi Vargas y reúne tres textos mayores. La 'Carta a Javi Vargas' de López traza una biografía artística que va de los experimentos gráficos y fotográficos de fines de los noventa (Claroscuro-cuarto oscuro, Paisajes_pornogay), su militancia en los colectivos Aguaitones -y la intervención pionera sobre esterilizaciones forzadas frente al Ministerio de Salud (1999)- y ContraNaturas, hasta el travestismo de Túpac Amaru iniciado en 2003, leído como contrapunto sexual a la iconografía velasquista y del MRTA. López interpreta el desplazamiento del artista desde una política humana de la diversidad hacia una poética interespecie del exilio, cristalizada en el imaginario del cuy, del Amaru bisexuado y de la deidad felina Chuquichinchay, y vincula su trabajo con Campuzano, el Grupo Chaclacayo de Sergio Zevallos y Félix González-Torres. El ensayo 'Políticas de la infección' de Fernanda Carvajal analiza los videos 'Untitled (marikas-terrukas)', 'Letanías doradas' y 'Letanías falladas', articulando el desenfoque visual, la abyección y la memoria del asesinato de travestis por el MRTA en el bar Las Gardenias (1989), la limpieza social, el pánico moral (Rubin) y la falsificación de la masculinidad heroica peruana. Cierra el 'Manifiesto de las luciérnagas' de Javi Nefando, que -desde Pasolini y Didi-Huberman- propone el devenir-luciérnaga y la luz menor como infección del fascismo. Es la fuente secundaria y primaria más completa sobre el artista, con marco descolonial, cuir y antropocénico."
"Cap 3 - Análisis/Fuentes JV","Nefando, Javi - Eclipse Felino [texto del propio artista].md","Larga duración: terremoto de Lima 1655 y sermones coloniales, matanza de Las Gardenias 1989, apagones de los años 80-90, hasta el verano/huaicos de 2017","Ensayo de artista (revista UI, Unidad de Investigación ENSABAP, n.º 3), 2017","Javi Nefando / Javi Vargas Sotomayor; Giuseppe Campuzano; Fernanda Carvajal; Las Yeguas del Apocalipsis; Félix González-Torres; Pier Paolo Pasolini; Didi-Huberman; Juan de Santacruz Pachacuti; César Moro; José María Arguedas; ENSABAP; MALI","Ensayo teórico-poético escrito por el propio artista bajo el seudónimo Javi Nefando y publicado en la revista de investigación de la ENSABAP (2017). El texto despliega, en secciones fragmentarias y montaje de coordenadas geográficas, una genealogía de la luz disidente que enlaza catástrofes telúricas y sanción moral: del terremoto de Lima de 1655 y los sermones que atribuían los sismos al 'pecado nefando' sodomita, a su reactivación contemporánea en 2017 con los discursos que culpaban a la 'ideología de género' de los desastres del Niño costero. Su núcleo conceptual es la figura de Chuquichinchay, felino mítico y constelación (asimilada a Escorpio), luz del eclipse que, según la cita de Juan de Santacruz Pachacuti recuperada por Giuseppe Campuzano, custodia a los hermafroditas o 'indios de dos naturas', emparentado con el Amaru bicéfalo bisexuado; a partir de Arguedas (la luz 'illa' que engendra seres monstruosos) el autor reivindica la monstruosidad como resignificación de los cuerpos patologizados. El ensayo articula un marco descolonial y sexopolítico -Preciado, Haraway, Giorgi, Deleuze y Guattari (literatura menor), Didi-Huberman y Pasolini (supervivencia de las luciérnagas)- para pensar la animalización de la injuria, el travestismo como dispositivo barroco de supervivencia y la crítica al sujeto LGTBI dócil y 'gay-friendly'. Constela obras y hechos: 'La Pinchajarawis' de Campuzano, 'Lo que el SIDA se llevó' de Las Yeguas del Apocalipsis, las piezas lumínicas de Félix González-Torres, la matanza del MRTA en Las Gardenias (1989) y los huaicos de 2017. Fuente primaria fundamental para la iconografía y el sustento teórico del artista."
"Cap 3 - Análisis/Fuentes JV","Registro - Javi Vargas narra Takion Hoy, Chuki Chinchai y La mala muerte (2021), 31 de octubre [transcripción].txt","2021 (pandemia COVID-19); con memoria de la pandemia del VIH/sida y de la cosmovisión andina colonial","Transcripción de registro audiovisual (narración de obra por el artista), 31 de octubre de 2021","Javi Vargas Sotomayor (alias Salvador de las Luciérnagas); Fernanda Carvajal; Giuseppe Campuzano; María Rostworowski; Juan de Santa Cruz Pachacuti; Michael Horswell; José María Arguedas; Túpac Amaru II; presidente Vizcarra","Transcripción de un registro audiovisual en el que Javi Vargas -presentándose también como Salvador de las Luciérnagas- narra en primera persona, con dos tomas sucesivas, su obra 'Takion Hoy, Chuki Chinchai y la mala muerte' (2021). El artista describe la pieza como un retablo-chakana 'arqueoastronómico', un caleidoscopio -término que atribuye a su amiga Fernanda Carvajal- donde se superponen esquizofrénicamente capas de historia silenciada, cruzando la tradición del retablo religioso católico con la viñeta de cómic para dar presencia a archivos de cuerpos basurizados. Detalla la organización espacial andina que estructura la composición: la división sexuada de hanan/urin (masculino-femenino) tomada de Campuzano y María Rostworowski, la concepción del tiempo con el pasado adelante y el futuro atrás, y el eje del Amaru bicéfalo que atraviesa la obra. Explica sus escenas: el extractivismo histórico colonial custodiado por un arcángel arcabucero-ave-Túpac Amaru; el Taki Onqoy como canto enfermo y resistencia anticolonial ligado a la pandemia y a la memoria del VIH/sida; la cita torcida al mandato de género de Vizcarra con travestis castigadas; la 'mala muerte' barroca reapropiada; el cine porno con el sueño de San Martín parodiado; y la parte superior con la constelación Chuquichinchay. Fundamenta su marco: torsión de la injuria animalizante, crítica a la colonización que niega lo humano, devenir interespecie frente al antropoceno, y la luz 'illa' de Arguedas que engendra seres monstruosos, homologada a la luz del eclipse-Pachacuti. Fuente primaria que documenta la lectura autoral escena por escena de la obra central estudiada."
"Cap 3 - Análisis/Fuentes JV","Registro - Recorrido y narración por Javi Vargas, alias Salvador de las Luciérnagas, 31 de octubre [transcripción].transcripcion.md","2021 (pandemia); con referencias a la época colonial-virreinal y a los años 80-90","Transcripción de recorrido narrado por el artista, 31 de octubre (transcripción automática, 2026-07-15)","Javi Vargas Sotomayor (Salvador de las Luciérnagas); Fernanda Carvajal; Giuseppe Campuzano; María Rostworowski; José María Arguedas; Juan de Santa Cruz Pachacuti; Michael Horswell; Masa Inko; Tupac Amaru II; hermanas Mendívil","El artista narra en primera persona su pieza «Takion Hoi, Chukichinchay y la mala muerte» (2021), un retablo con estructura de chacana concebido durante la pandemia de COVID-19 que reactiva la memoria de la crisis del VIH/sida. La tesis que sostiene la narración es que la obra opera como un «caleidoscopio cuir» (término que atribuye a Fernanda Carvajal), donde se concatenan de manera esquizofrénica arqueoastronomía, cosmovisión andina, animalidad interespecie y crítica al extractivismo del Antropoceno. Vargas explica la organización espacial y sexual del retablo según la división hanan/hurin y el dualismo complementario andino que, citando a Rostworowski vía Campuzano, admitía masculinos-femeninos y femeninas-masculinas; el pasado colonial y el extractivismo quedan a la derecha, custodiados por un arcángel arcabucero-gallinazo del barroco peruano. La escena central figura un Tupac Amaru en cuatro patas conectado a un balón de oxígeno, rodeado de cuerpos monstruosos que bailan el taki onqoy (canto enfermo) como resistencia anticolonial; alude al castigo policial a travestis durante el confinamiento decretado por Vizcarra y a la iconografía barroca de la buena y la mala muerte, reapropiada para abrazar el «cuerpo nefando» y la animalización colonial. Detalla la genealogía de su Tupac Amaru travestido desde 2004-2005, el hallazgo de la cita de Chukichinchay (felino protector de los «indios de dos naturas») y el vínculo entre la luz del eclipse, el pachacuti y la luz Illa de «Los ríos profundos» de Arguedas, bajo la cual nacen los seres monstruosos. Cierra confesando que elaboró la obra atravesado por un diagnóstico de psicosis y por su hospitalización a causa del VIH."
"Cap 3 - Análisis/Fuentes JV","Roper - Queering Tupac Amaru II. Travestismo as Methodology and the Re-imagination of Andean Cosmology (2022) [GLQ 28(1), pp. 87-114].md","1780 y periodo colonial; canonización velasquista 1968-1975; guerra interna 1980-2000; exposición de 2009","Artículo académico, 2022 (GLQ: A Journal of Lesbian and Gay Studies, vol. 28, n.º 1, pp. 87-114)","Danielle M. Roper; Javi Vargas Sotomayor (Javi Nefando); Giuseppe Campuzano; Grupo Chaclacayo; Sergio Zevallos; Miguel A. López; Juan Velasco Alvarado; Jesús Ruiz Durand; Michael Horswell; María Rostworowski; Guaman Poma de Ayala; Alianza Francesa de Miraflores; Duke University Press","Roper analiza la exposición «La falsificación de las Túpac» (Alianza Francesa de Miraflores, 2009) de Javi Vargas para argumentar que el travestismo funciona como metodología y epistemología crítica frente a los símbolos que sostienen la identidad nacional. La pieza central, una litografía que representa a Tupac Amaru II como Marilyn Monroe, Farrah Fawcett, Dina Páucar y Frida Kahlo, opera un «doble queering»: feminiza al héroe y a la vez inscribe a esas íconas femeninas como el prócer, revelando la construcción arbitraria del género mediante repetición y diferencia. Roper sostiene que la «falsificación» no solo expone la constructividad del original, sino que constituye una herramienta de disidencia y un espacio de reimaginación de lo posible. Reconstruye la canonización de Tupac Amaru por el régimen de Velasco Alvarado (1968-1975), mostrando que la imagen «arquetípica» del héroe fue ella misma producto de ficciones discursivas (la falsa cita de Ruiz Caro), del logo pop achorado de Ruiz Durand, de concursos fallidos y de aproximaciones acumuladas; así, el original de la copia queer ya era una fabricación. Vincula la apropiación de Cajahuaringa por el MRTA -grupo responsable de la matanza de travestis de Tarapoto/Las Gardenias (1989)- con la producción de una masculinidad heteronormativa. Situando a Vargas en genealogías de disidencia sexual andina (Campuzano, Grupo Chaclacayo, Museo Travesti del Perú), la autora concluye que, al superponer los rostros travestidos sobre la ejecución de Tupac Amaru I dibujada por Guaman Poma y reimaginar el dualismo complementario (Horswell, Rostworowski), el travestismo despliega una fabulación decolonial que quiebra la temporalidad heteronormativa y devuelve visibilidad a los cuerpos borrados de la historia oficial."
"Cap 3 - Análisis/Fuentes JV","Vargas Sotomayor - Biografía y curriculum vitae.txt","1972-2026 (trayectoria del artista, con exposiciones concentradas entre 1998 y 2026)","Biografía y currículum vítae de artista (documento bilingüe español-inglés), s/f (últimos registros: 2026)","Javi Vargas Sotomayor; ICPNA; MALI (Museo de Arte de Lima); Museo Nacional Centro de Arte Reina Sofía (MNCARS); Leslie-Lohman Museum of Art; ENSABAP; PUCP; Héctor Acuña/Frau Diamanda; colectivo ContraNaturas; Sergio Zevallos; MUAC; Alianza Francesa","Documento biográfico y curricular bilingüe (español-inglés) del artista multidisciplinario Javi Vargas Sotomayor (Huancayo, 1972). La semblanza define su práctica como una que busca develar imágenes y dinámicas que hacen posibles otros mundos, intersectando arqueoastronomía, topografía, transfeminismo, animalidad queer interespecie, mitología andina, historia y ecología, transitando entre fotografía, grabado, gráfica digital, performance, dibujo, cortometraje, música, sonoridad y poesía. Registra su formación en la especialidad de Pintura de la PUCP, su docencia en la ENSABAP (2015-2020) y en 2024, y la obtención del Premio ICPNA Arte Contemporáneo (2021), además de una estancia de investigación «Our Many Europes» en el Centro de Estudios del Reina Sofía. Consigna que su obra integra las colecciones permanentes del MNCARS (Madrid), el MALI (Lima) y el Leslie-Lohman Museum of Art (Nueva York). El grueso del documento es un listado cronológico de exposiciones colectivas (1998-2026, entre ellas «Ficciones patógenas», el «Giro gráfico», «La pisada del Ñandú» y «Frida. The Making of an Icon»), tres individuales clave -«La falsificación de las Túpac» (2009), «Chuquichinchay» (2017) y «Florecen luces sobre nuestras pieles» (2023)-, concursos, ponencias y conversatorios (incluido uno sobre el Grupo Chaclacayo con Sergio Zevallos). Cierra con una bibliografía sobre su obra que reúne el libro editado por el ICPNA, el artículo de Danielle Roper en GLQ, «Políticas de la infección» de Fernanda Carvajal, textos de Javier Muñoz-Díaz y su propio ensayo «Eclipse felino». Como fuente, aporta la cronología documental y las coordenadas institucionales que contextualizan el análisis de las demás piezas del corpus."
"Cap 3 - Análisis/Fuentes JV","Video - El arte de Javi Vargas y sus cuestionamientos al activismo [transcripción].transcripcion.md","Finales de los años 80 y 90 hasta el presente; con foco en el fujimorato y el activismo de los 2000","Transcripción de entrevista audiovisual al artista, s/f (transcripción automática, 2026-07-15)","Javi Vargas Sotomayor; María Burela; colectivo Aguaitones; colectivo ContraNaturas; Jorge Villacorta; Paul Flores; Giuseppe Campuzano; Guido; Alberto Fujimori; Coordinadora Nacional de Derechos Humanos; PUCP; red TLGB; MHOL","Entrevista biográfica en la que Javi Vargas reconstruye su itinerario desde Huancayo hacia Lima (a los 12 años), su formación sentimental y sexual entre colegios violentos y compañeros travestis a finales de los 80, y su decisión de dedicarse al arte como práctica ética y filosófica capaz de responder preguntas vitales. Relata que la crisis económica del inicio del fujimorato (los «paquetazos») frustró su ingreso inmediato a la universidad y lo llevó a trabajar cuatro años en el Hospital Carrión del Callao, donde el contacto con pacientes de tuberculosis y VIH marcó su obra posterior. Describe su paso por la especialidad de Pintura de la PUCP como un «encuentro cataclísmico de clases» y denuncia el elitismo del circuito artístico limeño, que lo empujó hacia el activismo: el colectivo Aguaitones (mural por los 50 años de los derechos humanos, 1998; intervención sobre las esterilizaciones forzadas; el «bus de la democracia») y luego ContraNaturas (las Tupis travestis, el Pasibus). El eje del testimonio es su tensión crítica con el activismo: recuerda el eslogan homófobo «que no salte un chino maricón», la cooptación corporativa de las marchas del Orgullo y, sobre todo, su performance de quema de las banderas del Orgullo y del Vaticano en «Besos contra la homofobia», leída de forma plana y que le valió un ataque mediático. Frente a las políticas de normalización e inclusión, reivindica la vergüenza, el exilio y la melancolía como posibilidades críticas y de subjetivación, ejemplificadas en su relectura afectiva del ritual colonial del emplumamiento; advierte contra las nuevas formas de cooptación capitalista, cuestionando incluso el eslogan «fuera mostra» por repatologizar los cuerpos disidentes."
"Cap 3 - Análisis/Fuentes JV","Video - Entrevista con Javi Vargas, cinco hablantes [transcripción].transcripcion.md","Años 70-80 (infancia y educación) y crisis del VIH/sida desde los 80; con referencias coloniales y al gobierno de Velasco","Transcripción de entrevista radial-streaming (Cultura Radio, UACM, México), s/f (transcripción automática, 2026-07-15)","Javi Vargas Sotomayor; Giuseppe Campuzano; María Rostworowski; Juan Velasco Alvarado; Tupac Amaru II; MRTA; Ale Merino y Carlos Cosme (las Nonas); Fernanda Carvajal; Pier Paolo Pasolini; Georges Didi-Huberman; Museo Reina Sofía; UACM (Cultura Radio)","Entrevista realizada por Cultura Radio de la Universidad Autónoma de la Ciudad de México (programa de historias de vida de la disidencia sexual, cuarta temporada nacida en la pandemia), pese a persistentes dificultades técnicas de conexión Lima-México. Vargas expone la razón de travestir a Tupac Amaru: personaje recurrente por ser el primer revolucionario indígena y porque su imagen fue convertida en propaganda tanto por el gobierno de Velasco Alvarado como por el MRTA -grupo transfóbico responsable del ataque al bar Las Gardenias (2009 según su relato)-; travestirlo es «restaurar» el valor andrógino de una figura que, siguiendo a María Rostworowski y Giuseppe Campuzano, remite a deidades de dos sexos. Narra su origen huancaíno y ayacuchano, la contradicción del mundo andino «profundamente travesti» en las fiestas patronales pero machista en lo cotidiano, y la hipocresía barroca limeña («Dios permite el pecado pero no el escándalo»), ilustrada con el vals «Nuestro secreto». Reitera su paso por el hospital, el elitismo oligárquico del arte peruano y el activismo (Aguaitones, red LGTB, ContraNaturas) como soporte de su obra callejera. Dedica un tramo extenso al VIH como materia de su trabajo -su propia serología positiva, su cercanía a la muerte, la muerte de amistades- y a piezas como «Para sembrar el mar de luces moribundas» y la reconstrucción afectiva del castigo colonial del emplumamiento. Vincula la pandemia de COVID con el trauma del sida y describe un podcast para el Reina Sofía con travestis mayores sobrevivientes. Cierra glosando a Pasolini y Didi-Huberman sobre las luciérnagas como resistencia frente al consumismo, y define el amor como pregunta espinozista sobre los afectos colectivos de que somos capaces."
"Cap 3 - Análisis/Fuentes JV","Video - Florecen luces. Presentación del libro sobre la obra de Javi Vargas [transcripción].transcripcion.md","1996-2023 (obra reseñada); con hitos del fujimorato (1998-1999), 1989 (Las Gardenias) y el periodo colonial","Transcripción de reseña/presentación de libro en video (Crónicas de la Diversidad n.º 44), s/f (transcripción automática, 2026-07-15)","Javi Vargas Sotomayor; Miguel A. López; Fernanda Carvajal; Giuseppe Campuzano; María Burela; colectivo Aguaitones; colectivo ContraNaturas; Paul Flores; Gio Infante; Felipe Guaman Poma de Ayala; ICPNA; MHOL; Crónicas de la Diversidad","Reseña-presentación audiovisual del libro «Florecen luces sobre nuestras pieles» (ICPNA, 2023), compilación de la obra de Javi Vargas entre 1996 y 2023 derivada de la exposición homónima curada por Miguel A. López tras el Premio ICPNA de Arte Contemporáneo 2021. La voz reseñista destaca la introducción de López, escrita como carta y oda a un artista de «vanguardia radical» y subversión sin ego, que deviene «artista del destierro, de lo indomesticable, del colapso y la contaminación». Traza una cronología comentada: los inicios en el colectivo Aguaitones (1998-2003) con María Burela -el mural censurado por los 50 años de los derechos humanos que hermanaba a Pinochet y Fujimori, y el «Proyecto de mujer» sobre las esterilizaciones forzadas-, las tempranas obras porno-gay de fin de los 90, la serie de los cuyes y estampas devocionales maricas, y el intenso trabajo con Tupac Amaru (el video «Brichero», las Tupis travestis, el afiche censurado de Villa El Salvador, «La falsificación de las Túpac» con dibujos de Guaman Poma). Se explica el hallazgo del Chukichinchay vía Campuzano y Juan de Santa Cruz Pachacuti (1613), y piezas como «Letanías doradas» -que anuda el castigo colonial del emplumamiento a Francisco Pro (1803) y la matanza de Las Gardenias (1989)- hasta las pictoesculturas-chacana del «antropoceno sexual». Incluye la voz del propio artista describiendo «Takion Hoi, Chukichinchay y la mala muerte» (2021) y una glosa del ensayo «Políticas de la infección» de Fernanda Carvajal, que lee su obra como desapropiación de íconos de la izquierda y del Estado y como reinvención de una memoria abortada de la subalternidad sexual y precolonial."
"Cap 3 - Análisis/Fuentes JV","Web - Lista de enlaces sobre Javi Vargas. MALI, Ficciones patógenas, texto crítico de Arteinformado y Fernanda Carvajal.txt","c. 2019-2025 (práctica y muestras recientes de Javi Vargas)","Nota/compilación de enlaces web de investigación, s/f","Javi Vargas Sotomayor; Fernanda Carvajal; Sergio Zevallos; MALI (Museo de Arte de Lima); Arteinformado; Artishock; Revista Errata (Colombia); Elan Dorphium","Breve documento de trabajo que reúne cinco enlaces web operando como aparato de fuentes secundarias para el estudio del artista peruano Javi Vargas Sotomayor. No constituye un texto argumentativo sino un índice curado de referencias que, en conjunto, perfilan las coordenadas críticas de su recepción reciente. El primer enlace remite a la nota institucional del MALI sobre su programa de adquisiciones y donaciones 2019-2023, situando la incorporación de la obra del artista al acervo museístico limeño y, con ello, a los procesos de legitimación y patrimonialización del arte contemporáneo local. Un segundo vínculo apunta a un texto crítico de Arteinformado que interroga la tensión entre mensaje y extrañamiento en el proyecto Ficciones patógenas, cuya cobertura por Artishock (2025) aporta un tercer registro. El cuarto enlace conduce al ensayo de Fernanda Carvajal Políticas de la infección, publicado en Revista Errata dentro del dossier sobre desobediencias sexuales, marco conceptual que vincula la obra con las poéticas de la infección, lo patógeno y la disidencia sexo-genérica. El último remite a una conversación en Artishock (2020) sobre travestismo que articula a Javi Vargas con Sergio Zevallos y la figura de Elan Dorphium. El conjunto revela la matriz teórica desde la que se lee al artista: cuir/transfeminista, con énfasis en la enfermedad, el contagio, la vanguardia y la temporalidad, y en la circulación entre la institución (MALI) y la crítica especializada regional. Su valor es instrumental: mapea la bibliografía y los interlocutores críticos disponibles para el análisis monográfico."
